error,error_type,time,memory
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(str); ^~~~~~~~~ 19cse102cie22c.c:10:5: ",AC,0.133523121,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(c); ^~~~~~~ /tmp/ccCyYnwO.o: In function `main': 19cse102cie22c.c:(.text.startup+0x30): ",AC,0.133523121,780
 the `gets' function is dangerous and should not be used. ,AC,0.133523121,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.073065573,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.073065573,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.082893811,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.082893811,780
" unused variable 's' [-Wunused-variable] int a,x=0,i,s; ^ 19cse102cie23c.c:6:5: ",WA,0.083083189,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,S); ^~~~~~~~~~~~~~ 19cse102cie23c.c:5:9: ",WA,0.083083189,780
" 'a' may be used uninitialized in this function [-Wmaybe-uninitialized] int a,x=0,i,s; ^ ",WA,0.083083189,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie21c.c:7:5: ",WA,0.07477249899999999,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",WA,0.07477249899999999,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.081160955,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.080103937,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.080103937,780
" unused variable 's' [-Wunused-variable] int a,x=0,i,s; ^ 19cse102cie23c.c:6:5: ",WA,0.079690028,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"", S); ^~~~~~~~~~~~~~ 19cse102cie23c.c:5:9: ",WA,0.079690028,780
" 'a' may be used uninitialized in this function [-Wmaybe-uninitialized] int a,x=0,i,s; ^ ",WA,0.079690028,780
 implicit declaration of function 'strlen' [-Wimplicit-function-declaration] n=strlen(a); ^~~~~~ 19cse102cie24c.c:7:7: ,AC,0.098629267,780
 incompatible implicit declaration of built-in function 'strlen' 19cse102cie24c.c:7:7: note: include '&lt;string.h&gt;' or provide a declaration of 'strlen' 19cse102cie24c.c:4:13: ,AC,0.098629267,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:6:5: ",AC,0.098629267,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.098629267,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.097254645,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.097254645,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.126339913,780
" unused variable 's' [-Wunused-variable] int a,x=0,i,s; ^ 19cse102cie23c.c:6:5: ",WA,0.094788846,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"", S); ^~~~~~~~~~~~~~ 19cse102cie23c.c:5:9: ",WA,0.094788846,780
" 'a' may be used uninitialized in this function [-Wmaybe-uninitialized] int a,x=0,i,s; ^ ",WA,0.094788846,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.076701302,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/cch4lBrj.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.076701302,780
 the `gets' function is dangerous and should not be used. ,AC,0.076701302,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.110729003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.110729003,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.07944062899999998,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.07944062899999998,780
" unused variable 's' [-Wunused-variable] int j,x=0,i,s; ^ 19cse102cie23c.c:7:5: ",AC,0.075335889,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"", S); ^~~~~~~~~~~~~~ 19cse102cie23c.c:6:9: ",AC,0.075335889,780
" 'j' may be used uninitialized in this function [-Wmaybe-uninitialized] int j,x=0,i,s; ^ ",AC,0.075335889,780
 implicit declaration of function 'strlen' [-Wimplicit-function-declaration] n=strlen(a); ^~~~~~ 19cse102cie24c.c:7:7: ,AC,0.11370566100000001,780
 incompatible implicit declaration of built-in function 'strlen' 19cse102cie24c.c:7:7: note: include '&lt;string.h&gt;' or provide a declaration of 'strlen' 19cse102cie24c.c:4:13: ,AC,0.11370566100000001,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:6:5: ",AC,0.11370566100000001,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.11370566100000001,780
" unused variable 's' [-Wunused-variable] int j,x=0,i,s; ^ 19cse102cie23c.c:7:5: ",AC,0.090186497,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"", S); ^~~~~~~~~~~~~~ 19cse102cie23c.c:6:9: ",AC,0.090186497,780
" 'j' may be used uninitialized in this function [-Wmaybe-uninitialized] int j,x=0,i,s; ^ ",AC,0.090186497,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.07700346599999999,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/ccURJk0G.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.07700346599999999,780
 the `gets' function is dangerous and should not be used. ,AC,0.07700346599999999,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.079383017,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/cc1Rt5hL.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.079383017,780
 the `gets' function is dangerous and should not be used. ,AC,0.079383017,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.10672588499999999,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/ccUSKEHr.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.10672588499999999,780
 the `gets' function is dangerous and should not be used. ,AC,0.10672588499999999,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.10186051600000001,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/cclyIa4I.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.10186051600000001,780
 the `gets' function is dangerous and should not be used. ,AC,0.10186051600000001,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.07580076399999999,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.07580076399999999,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.073907794,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.073907794,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.07897016899999999,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.07897016899999999,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.104461947,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.104461947,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie22c.c:7:13: ",WA,0.142327422,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie22c.c:6:5: ",WA,0.142327422,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie22c.c:7:5: ",WA,0.142327422,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.142327422,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.075557382,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/ccqTkq5D.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.075557382,780
 the `gets' function is dangerous and should not be used. ,AC,0.075557382,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie22c.c:7:13: ",WA,0.15412764199999998,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie22c.c:6:5: ",WA,0.15412764199999998,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie22c.c:7:5: ",WA,0.15412764199999998,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.15412764199999998,780
" zero-length gnu_printf format string [-Wformat-zero-length] printf(""""); ^~ 19cse102cie23c.c:7:5: ",WA,0.100379865,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",s); ^~~~~~~~~~~~~ ",WA,0.100379865,780
" zero-length gnu_printf format string [-Wformat-zero-length] printf(""""); ^~ 19cse102cie23c.c:7:5: ",AC,0.07650073,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",s); ^~~~~~~~~~~~~ ",AC,0.07650073,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.08678720000000001,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/ccp8NhOx.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.08678720000000001,780
 the `gets' function is dangerous and should not be used. ,AC,0.08678720000000001,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.111598012,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.111598012,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie22c.c:7:5: ",WA,0.192979073,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",WA,0.192979073,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie22c.c:7:13: ",WA,0.15078976900000002,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie22c.c:6:5: ",WA,0.15078976900000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie22c.c:7:5: ",WA,0.15078976900000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.15078976900000002,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie21c.c:7:13: ",WA,0.09290591399999999,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie21c.c:6:5: ",WA,0.09290591399999999,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie21c.c:7:5: ",WA,0.09290591399999999,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.09290591399999999,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie21c.c:7:13: ",WA,0.123991918,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie21c.c:6:5: ",WA,0.123991918,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie21c.c:7:5: ",WA,0.123991918,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.123991918,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie22c.c:7:13: ",WA,0.214652449,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie22c.c:6:5: ",WA,0.214652449,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie22c.c:7:5: ",WA,0.214652449,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.214652449,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.085440318,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/ccN1AUpB.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.085440318,780
 the `gets' function is dangerous and should not be used. ,AC,0.085440318,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.096654949,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.096654949,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.094846913,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/cc3EZGA5.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.094846913,780
 the `gets' function is dangerous and should not be used. ,AC,0.094846913,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.078649448,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/cc6wdqMM.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.078649448,780
 the `gets' function is dangerous and should not be used. ,AC,0.078649448,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie22c.c:7:13: ",WA,0.157864471,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie22c.c:6:5: ",WA,0.157864471,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie22c.c:7:5: ",WA,0.157864471,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.157864471,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie22c.c:7:13: ",WA,0.18214232800000002,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie22c.c:6:5: ",WA,0.18214232800000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie22c.c:7:5: ",WA,0.18214232800000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.18214232800000002,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie22c.c:7:13: ",WA,0.132259739,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie22c.c:6:5: ",WA,0.132259739,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie22c.c:7:5: ",WA,0.132259739,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.132259739,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.115092686,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/cc5V63uw.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.115092686,780
 the `gets' function is dangerous and should not be used. ,AC,0.115092686,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.12480432999999999,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/ccELmPR9.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.12480432999999999,780
 the `gets' function is dangerous and should not be used. ,AC,0.12480432999999999,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie22c.c:7:13: ",WA,0.16916853999999998,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie22c.c:6:5: ",WA,0.16916853999999998,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie22c.c:7:5: ",WA,0.16916853999999998,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.16916853999999998,780
" unused variable 't' [-Wunused-variable] int i,j,t=0,n; ^ 19cse102cie24c.c:7:5: ",AC,0.080544081,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"",a); ^~~~~~~~~~~~~ ",AC,0.080544081,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[50]' [-Wformat=] scanf(""%s"" ,&amp;s); ~^ ~~ 19cse102cie22c.c:7:13: ",WA,0.138221674,780
" format '%s' expects argument of type 'char *', but argument 2 has type 'char (*)[2]' [-Wformat=] scanf(""%s"" ,&amp;ch); ~^ ~~~ 19cse102cie22c.c:6:5: ",WA,0.138221674,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;s); ^~~~~~~~~~~~~~~ 19cse102cie22c.c:7:5: ",WA,0.138221674,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%s"" ,&amp;ch); ^~~~~~~~~~~~~~~~ ",WA,0.138221674,780
" 'gets' is deprecated [-Wdeprecated-declarations] gets(s); ^~~~ In file included from /usr/include/stdio.h:862:0, from 19cse102cie23c.c:1: /usr/include/x86_64-linux-gnu/bits/stdio2.h:232:1: note: declared here gets (char *__str) ^~~~ 19cse102cie23c.c:7:5: ",AC,0.119107798,780
" ignoring return value of 'gets', declared with attribute warn_unused_result [-Wunused-result] gets(s); ^~~~~~~ /tmp/ccbsHct1.o: In function `main': 19cse102cie23c.c:(.text.startup+0x27): ",AC,0.119107798,780
 the `gets' function is dangerous and should not be used. ,AC,0.119107798,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ problem1c.c:11:9: ",WA,0.028026071,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ problem1c.c:16:9: ",WA,0.028026071,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;b[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.028026071,780
" passing argument 1 of 'array' makes pointer from integer without a cast [-Wint-conversion] array(a[10],b[10]); ^ problem1c.c:2:5: note: expected 'int *' but argument is of type 'int' int array(int x[10],int y[10]); ^~~~~ problem1c.c:14:17: ",RTE,0.261769869,780
" passing argument 2 of 'array' makes pointer from integer without a cast [-Wint-conversion] array(a[10],b[10]); ^ problem1c.c:2:5: note: expected 'int *' but argument is of type 'int' int array(int x[10],int y[10]); ^~~~~ problem1c.c:8:9: ",RTE,0.261769869,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ problem1c.c:12:9: ",RTE,0.261769869,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;b[i]); ^~~~~~~~~~~~~~~~~ problem1c.c: In function 'array': problem1c.c:36:1: ",RTE,0.261769869,780
 control reaches end of non-void function [-Wreturn-type] } ^ problem1c.c: In function 'main': problem1c.c:14:18: ,RTE,0.261769869,780
" array subscript is above array bounds [-Warray-bounds] array(a[10],b[10]); ~^~~~ problem1c.c:14:12: ",RTE,0.261769869,780
" array subscript is above array bounds [-Warray-bounds] array(a[10],b[10]); ~^~~~ ",RTE,0.261769869,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ problem1c.c:11:5: ",WA,0.036917138,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;b[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.036917138,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ problem1c.c:11:5: ",WA,0.03353139,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;b[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.03353139,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ problem1c.c:11:5: ",WA,0.027818001,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;b[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.027818001,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ problem1c.c:14:1: ",WA,0.038037278,780
